FREQ;Frequency;TENOR;Tenor;INSTRUMENT_TYPE;Instrument Type;DECIMALS;Decimals;TIME_PERIOD;OBS_VALUE
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-28;3.824
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-29;3.806
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-30;3.829
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-31;3.803
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-03;3.809
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-04;3.8
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-05;3.793
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-06;3.817
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-07;3.839
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-10;3.901
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-11;3.89
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-12;3.879
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-13;3.878
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-14;3.86
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-17;3.864
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-18;3.844
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-19;3.839
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-20;3.843
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-21;3.811
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-24;3.815
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-25;3.803
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-26;3.778
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-27;3.802
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-11-28;3.8
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-01;3.836
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-02;3.868
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-03;3.875
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-04;3.874
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-05;3.874
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-08;3.909
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-09;3.929
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-10;3.971
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-11;3.922
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-12;3.913
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-15;3.898
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-16;3.866
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-17;3.847
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-18;3.87
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-19;3.874
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-22;3.885
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-23;3.882
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-29;3.867
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-12-30;3.884
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-02;3.887
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-05;3.878
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-06;3.89
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-07;3.868
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-08;3.857
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-09;3.895
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-12;3.907
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-13;3.926
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-14;3.937
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-15;3.901
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-16;3.938
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-19;3.912
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-20;3.906
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-21;3.895
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-22;3.912
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-23;3.931
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-26;3.919
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-27;3.923
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-28;3.903
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-29;3.919
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-01-30;3.922
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-02;3.93
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-03;3.956
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-04;3.928
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-05;3.922
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-06;3.945
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-09;3.964
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-10;4.171
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-11;4.181
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-12;4.142
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-13;4.107
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-16;4.095
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-17;4.04
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-18;4.029
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-19;4.033
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-20;4.017
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-23;4.013
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-24;3.991
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-25;4.001
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-26;4.022
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-02-27;3.993
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-02;4.055
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-03;4.135
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-04;4.104
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-05;4.149
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-06;4.229
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-09;4.229
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-10;4.14
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-11;4.172
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-12;4.194
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-13;4.202
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-16;4.241
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-17;4.28
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-18;4.332
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-19;4.383
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-20;4.5
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-23;4.401
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-24;4.445
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-25;4.435
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-26;4.547
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-27;4.568
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-30;4.51
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-03-31;4.453
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-01;4.423
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-07;4.535
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-08;4.373
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-09;4.442
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-10;4.458
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-13;4.486
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-14;4.469
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-15;4.446
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-16;4.433
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-17;4.353
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-20;4.37
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-21;4.39
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-22;4.444
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-23;4.481
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-24;4.497
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-27;4.48
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-28;4.535
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-29;4.603
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-04-30;4.572
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-04;4.604
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-05;4.636
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-06;4.56
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-07;4.493
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-08;4.509
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-11;4.571
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-12;4.661
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-13;4.664
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-15;4.702
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-18;4.685
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-19;4.721
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-20;4.684
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-21;4.667
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-22;4.609
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-26;4.541
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-27;4.506
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-28;4.537
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-05-29;4.492
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-01;4.556
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-02;4.516
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-03;4.543
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-04;4.534
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-05;4.549
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-08;4.544
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-09;4.53
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-10;4.569
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-11;4.52
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-12;4.484
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-15;4.411
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-16;4.437
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-17;4.468
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-18;4.502
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-19;4.551
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-22;4.53
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-23;4.491
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-24;4.446
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-25;4.437
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-26;4.412
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-29;4.418
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-06-30;4.435
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-01;4.464
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-02;4.473
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-03;4.47
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-06;4.441
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-07;4.469
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-08;4.536
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-09;4.53
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-10;4.446
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-13;4.432
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-14;4.513
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-15;4.484
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-16;4.491
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-17;4.461
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-20;4.493
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-21;4.526
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-22;4.547
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-23;4.598
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-24;4.596
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-27;4.543
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-28;4.529
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-29;4.563
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-30;4.581
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-07-31;4.633
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-03;4.577
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-04;4.535
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-05;4.526
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-06;4.515
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-07;4.498
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-10;4.482
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-11;4.456
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-12;4.447
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-13;4.406
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-14;4.453
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-17;4.465
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-18;4.528
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-19;4.513
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-20;4.483
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-21;4.457
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-24;4.49
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-25;4.466
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-26;4.464
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-27;4.487
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-28;4.514
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-08-31;4.561
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-09-01;4.577
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-09-02;4.605
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-09-03;4.56
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-09-04;4.559
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-09-07;4.579
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2026-09-08;4.589
