FREQ;Frequency;TENOR;Tenor;INSTRUMENT_TYPE;Instrument Type;DECIMALS;Decimals;TIME_PERIOD;OBS_VALUE
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-05-30;3.795
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-05-31;3.758
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-03;3.719
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-04;3.645
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-05;3.588
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-06;3.596
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-07;3.686
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-10;3.772
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-11;3.733
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-12;3.599
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-13;3.623
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-14;3.582
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-17;3.598
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-18;3.645
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-19;3.666
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-20;3.799
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-21;3.701
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-24;3.707
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-25;3.698
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-26;3.698
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-27;3.711
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-06-28;3.708
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-01;3.822
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-02;3.811
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-03;3.828
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-04;3.835
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-05;3.833
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-08;3.848
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-09;3.894
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-10;3.733
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-11;3.609
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-12;3.567
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-15;3.562
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-16;3.518
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-17;3.539
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-18;3.553
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-19;3.58
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-22;3.567
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-23;3.537
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-24;3.526
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-25;3.521
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-26;3.531
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-29;3.512
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-30;3.496
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-07-31;3.462
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-01;3.37
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-02;3.237
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-05;3.108
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-06;3.144
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-07;3.283
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-08;3.309
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-09;3.274
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-12;3.319
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-13;3.282
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-14;3.281
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-15;3.373
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-16;3.373
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-19;3.361
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-20;3.285
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-21;3.247
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-22;3.224
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-23;3.212
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-26;3.214
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-27;3.266
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-28;3.239
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-29;3.224
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-08-30;3.217
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-02;3.243
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-03;3.231
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-04;3.215
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-05;3.169
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-06;3.179
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-09;3.13
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-10;3.167
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-11;3.107
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-12;3.12
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-13;3.142
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-16;3.148
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-17;3.207
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-18;3.299
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-19;3.329
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-20;3.417
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-23;3.421
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-24;3.416
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-25;3.33
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-26;3.269
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-27;3.272
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-09-30;3.27
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-01;3.204
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-02;3.335
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-03;3.318
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-04;3.386
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-07;3.513
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-08;3.552
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-09;3.514
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-10;3.507
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-11;3.566
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-14;3.545
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-15;3.489
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-16;3.46
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-17;3.487
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-18;3.475
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-21;3.515
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-22;3.492
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-23;3.525
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-24;3.527
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-25;3.571
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-28;3.612
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-29;3.723
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-30;3.718
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-10-31;3.821
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-01;3.787
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-04;3.884
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-05;3.915
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-06;3.957
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-07;3.888
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-08;3.793
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-11;3.703
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-12;3.696
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-13;3.729
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-14;3.706
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-15;3.744
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-18;3.742
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-19;3.692
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-20;3.692
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-21;3.666
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-22;3.648
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-25;3.604
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-26;3.583
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-27;3.554
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-28;3.557
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-11-29;3.526
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-02;3.525
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-03;3.528
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-04;3.561
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-05;3.574
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-06;3.524
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-09;3.504
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-10;3.561
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-11;3.622
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-12;3.724
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-13;3.783
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-16;3.772
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-17;3.772
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-18;3.764
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-19;3.727
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-20;3.704
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-23;3.717
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-27;3.765
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2024-12-30;3.789
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-02;3.742
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-03;3.766
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-06;3.798
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-07;3.821
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-08;3.842
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-09;3.844
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-10;3.88
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-13;3.949
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-14;3.99
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-15;3.93
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-16;3.921
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-17;3.879
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-20;3.903
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-21;3.865
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-22;3.863
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-23;3.873
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-24;3.874
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-27;3.798
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-28;3.774
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-29;3.742
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-30;3.682
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-01-31;3.689
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-03;3.64
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-04;3.673
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-05;3.636
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-06;3.642
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-07;3.704
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-10;3.742
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-11;3.739
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-12;3.812
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-13;3.774
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-14;3.744
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-17;3.756
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-18;3.744
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-19;3.784
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-20;3.781
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-21;3.751
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-24;3.76
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-25;3.68
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-26;3.634
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-27;3.606
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-02-28;3.567
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-03;3.606
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-04;3.531
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-05;3.608
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-06;3.701
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-07;3.694
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-10;3.862
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-11;3.819
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-12;3.86
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-13;3.875
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-14;3.877
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-17;3.844
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-18;3.823
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-19;3.788
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-20;3.822
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-21;3.822
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-24;3.865
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-25;3.885
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-26;3.826
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-27;3.795
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-28;3.782
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-03-31;3.767
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-01;3.76
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-02;3.789
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-03;3.751
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-04;3.614
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-07;3.523
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-08;3.603
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-09;3.601
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-10;3.667
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-11;3.626
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-14;3.624
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-15;3.639
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-16;3.618
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-22;3.546
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-23;3.592
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-24;3.557
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-25;3.614
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-28;3.632
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-29;3.592
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-04-30;3.567
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-02;3.579
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-05;3.588
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-06;3.591
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-07;3.609
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-08;3.621
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-09;3.613
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-12;3.697
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-13;3.729
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-14;3.759
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-15;3.749
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-16;3.777
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-19;3.831
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-20;3.797
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-21;3.804
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-22;3.792
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-23;3.728
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-26;3.728
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-27;3.703
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-28;3.698
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-05-30;3.682
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-02;3.735
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-03;3.75
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-04;3.767
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-05;3.839
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-06;3.86
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-10;3.812
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-11;3.794
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-12;3.764
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-13;3.805
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-16;3.822
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-17;3.79
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-18;3.763
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-19;3.597
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-20;3.571
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-23;3.606
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-24;3.576
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-25;3.55
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-26;3.518
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-27;3.519
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-06-30;3.505
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-01;3.485
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-02;3.502
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-03;3.492
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-04;3.47
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-07;3.505
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-08;3.538
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-09;3.563
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-10;3.532
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-11;3.525
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-14;3.511
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-15;3.501
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-16;3.53
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-17;3.574
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-18;3.603
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-21;3.581
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-22;3.59
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-23;3.572
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-24;3.576
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-25;3.606
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-28;3.594
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-29;3.611
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-30;3.599
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-07-31;3.583
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-01;3.522
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-04;3.502
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-05;3.513
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-06;3.507
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-07;3.515
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-08;3.506
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-11;3.528
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-12;3.511
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-13;3.474
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-14;3.491
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-15;3.507
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-18;3.524
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-19;3.555
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-20;3.542
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-21;3.61
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-22;3.649
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-25;3.638
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-26;3.636
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-27;3.645
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-28;3.63
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-08-29;3.623
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-01;3.639
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-02;3.672
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-03;3.672
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-04;3.654
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-05;3.601
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-08;3.563
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-09;3.569
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-10;3.635
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-11;3.699
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-12;3.754
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-15;3.743
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-16;3.762
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-17;3.753
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-18;3.85
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-19;3.879
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-22;3.849
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-23;3.828
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-24;3.806
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-25;3.825
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-26;3.846
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-29;3.854
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-09-30;3.845
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-01;3.815
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-02;3.823
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-03;3.816
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-06;3.84
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-07;3.844
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-08;3.815
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-09;3.856
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-10;3.814
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-13;3.812
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-14;3.805
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-15;3.805
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-16;3.811
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-17;3.81
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-20;3.806
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-21;3.788
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-22;3.786
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-23;3.785
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-24;3.798
B;Business;3Y;3 years;GBON;Government bonds;3;Three;2025-10-27;3.819
